Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
AUDTYL38,"Tympanometry-Left Ear, Measurement 38",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL39,"Tympanometry-Left Ear, Measurement 39",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL40,"Tympanometry-Left Ear, Measurement 40",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL41,"Tympanometry-Left Ear, Measurement 41",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL42,"Tympanometry-Left Ear, Measurement 42",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL43,"Tympanometry-Left Ear, Measurement 43",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL44,"Tympanometry-Left Ear, Measurement 44",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL45,"Tympanometry-Left Ear, Measurement 45",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL46,"Tympanometry-Left Ear, Measurement 46",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL47,"Tympanometry-Left Ear, Measurement 47",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL48,"Tympanometry-Left Ear, Measurement 48",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL49,"Tympanometry-Left Ear, Measurement 49",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL50,"Tympanometry-Left Ear, Measurement 50",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL51,"Tympanometry-Left Ear, Measurement 51",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL52,"Tympanometry-Left Ear, Measurement 52",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL53,"Tympanometry-Left Ear, Measurement 53",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL54,"Tympanometry-Left Ear, Measurement 54",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL55,"Tympanometry-Left Ear, Measurement 55",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL56,"Tympanometry-Left Ear, Measurement 56",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL57,"Tympanometry-Left Ear, Measurement 57",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL58,"Tympanometry-Left Ear, Measurement 58",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL59,"Tympanometry-Left Ear, Measurement 59",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL60,"Tympanometry-Left Ear, Measurement 60",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL61,"Tympanometry-Left Ear, Measurement 61",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL62,"Tympanometry-Left Ear, Measurement 62",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL63,"Tympanometry-Left Ear, Measurement 63",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL64,"Tympanometry-Left Ear, Measurement 64",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL65,"Tympanometry-Left Ear, Measurement 65",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL66,"Tympanometry-Left Ear, Measurement 66",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL67,"Tympanometry-Left Ear, Measurement 67",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL68,"Tympanometry-Left Ear, Measurement 68",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL69,"Tympanometry-Left Ear, Measurement 69",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL70,"Tympanometry-Left Ear, Measurement 70",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL71,"Tympanometry-Left Ear, Measurement 71",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL72,"Tympanometry-Left Ear, Measurement 72",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL73,"Tympanometry-Left Ear, Measurement 73",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL74,"Tympanometry-Left Ear, Measurement 74",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL75,"Tympanometry-Left Ear, Measurement 75",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL76,"Tympanometry-Left Ear, Measurement 76",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL77,"Tympanometry-Left Ear, Measurement 77",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL78,"Tympanometry-Left Ear, Measurement 78",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL79,"Tympanometry-Left Ear, Measurement 79",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL80,"Tympanometry-Left Ear, Measurement 80",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL81,"Tympanometry-Left Ear, Measurement 81",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL82,"Tympanometry-Left Ear, Measurement 82",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL83,"Tympanometry-Left Ear, Measurement 83",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
AUDTYL84,"Tympanometry-Left Ear, Measurement 84",AUXTYM_C,Audiometry - Tympanometry,2003,2004,Examination,None
SEQN,Respondent sequence number.,AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR01,"Tympanometry-Right Ear, Measurement 1",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR02,"Tympanometry-Right Ear, Measurement 2",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR03,"Tympanometry-Right Ear, Measurement 3",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR04,"Tympanometry-Right Ear, Measurement 4",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR05,"Tympanometry-Right Ear, Measurement 5",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR06,"Tympanometry-Right Ear, Measurement 6",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR07,"Tympanometry-Right Ear, Measurement 7",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR08,"Tympanometry-Right Ear, Measurement 8",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR09,"Tympanometry-Right Ear, Measurement 9",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR10,"Tympanometry-Right Ear, Measurement 10",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR11,"Tympanometry-Right Ear, Measurement 11",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR12,"Tympanometry-Right Ear, Measurement 12",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR13,"Tympanometry-Right Ear, Measurement 13",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR14,"Tympanometry-Right Ear, Measurement 14",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR15,"Tympanometry-Right Ear, Measurement 15",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR16,"Tympanometry-Right Ear, Measurement 16",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR17,"Tympanometry-Right Ear, Measurement 17",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR18,"Tympanometry-Right Ear, Measurement 18",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR19,"Tympanometry-Right Ear, Measurement 19",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR20,"Tympanometry-Right Ear, Measurement 20",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR21,"Tympanometry-Right Ear, Measurement 21",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR22,"Tympanometry-Right Ear, Measurement 22",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR23,"Tympanometry-Right Ear, Measurement 23",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR24,"Tympanometry-Right Ear, Measurement 24",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR25,"Tympanometry-Right Ear, Measurement 25",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR26,"Tympanometry-Right Ear, Measurement 26",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR27,"Tympanometry-Right Ear, Measurement 27",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR28,"Tympanometry-Right Ear, Measurement 28",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR29,"Tympanometry-Right Ear, Measurement 29",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR30,"Tympanometry-Right Ear, Measurement 30",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR31,"Tympanometry-Right Ear, Measurement 31",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR32,"Tympanometry-Right Ear, Measurement 32",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR33,"Tympanometry-Right Ear, Measurement 33",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR34,"Tympanometry-Right Ear, Measurement 34",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR35,"Tympanometry-Right Ear, Measurement 35",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR36,"Tympanometry-Right Ear, Measurement 36",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR37,"Tympanometry-Right Ear, Measurement 37",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR38,"Tympanometry-Right Ear, Measurement 38",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR39,"Tympanometry-Right Ear, Measurement 39",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR40,"Tympanometry-Right Ear, Measurement 40",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR41,"Tympanometry-Right Ear, Measurement 41",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR42,"Tympanometry-Right Ear, Measurement 42",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR43,"Tympanometry-Right Ear, Measurement 43",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR44,"Tympanometry-Right Ear, Measurement 44",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR45,"Tympanometry-Right Ear, Measurement 45",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR46,"Tympanometry-Right Ear, Measurement 46",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR47,"Tympanometry-Right Ear, Measurement 47",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR48,"Tympanometry-Right Ear, Measurement 48",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR49,"Tympanometry-Right Ear, Measurement 49",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR50,"Tympanometry-Right Ear, Measurement 50",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR51,"Tympanometry-Right Ear, Measurement 51",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR52,"Tympanometry-Right Ear, Measurement 52",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR53,"Tympanometry-Right Ear, Measurement 53",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR54,"Tympanometry-Right Ear, Measurement 54",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR55,"Tympanometry-Right Ear, Measurement 55",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR56,"Tympanometry-Right Ear, Measurement 56",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR57,"Tympanometry-Right Ear, Measurement 57",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR58,"Tympanometry-Right Ear, Measurement 58",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR59,"Tympanometry-Right Ear, Measurement 59",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR60,"Tympanometry-Right Ear, Measurement 60",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR61,"Tympanometry-Right Ear, Measurement 61",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR62,"Tympanometry-Right Ear, Measurement 62",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR63,"Tympanometry-Right Ear, Measurement 63",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR64,"Tympanometry-Right Ear, Measurement 64",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR65,"Tympanometry-Right Ear, Measurement 65",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR66,"Tympanometry-Right Ear, Measurement 66",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR67,"Tympanometry-Right Ear, Measurement 67",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR68,"Tympanometry-Right Ear, Measurement 68",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR69,"Tympanometry-Right Ear, Measurement 69",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR70,"Tympanometry-Right Ear, Measurement 70",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR71,"Tympanometry-Right Ear, Measurement 71",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR72,"Tympanometry-Right Ear, Measurement 72",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR73,"Tympanometry-Right Ear, Measurement 73",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR74,"Tympanometry-Right Ear, Measurement 74",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR75,"Tympanometry-Right Ear, Measurement 75",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR76,"Tympanometry-Right Ear, Measurement 76",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR77,"Tympanometry-Right Ear, Measurement 77",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR78,"Tympanometry-Right Ear, Measurement 78",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR79,"Tympanometry-Right Ear, Measurement 79",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR80,"Tympanometry-Right Ear, Measurement 80",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR81,"Tympanometry-Right Ear, Measurement 81",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR82,"Tympanometry-Right Ear, Measurement 82",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR83,"Tympanometry-Right Ear, Measurement 83",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYR84,"Tympanometry-Right Ear, Measurement 84",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL01,"Tympanometry-Left Ear, Measurement 1",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL02,"Tympanometry-Left Ear, Measurement 2",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL03,"Tympanometry-Left Ear, Measurement 3",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL04,"Tympanometry-Left Ear, Measurement 4",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL05,"Tympanometry-Left Ear, Measurement 5",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL06,"Tympanometry-Left Ear, Measurement 6",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL07,"Tympanometry-Left Ear, Measurement 7",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL08,"Tympanometry-Left Ear, Measurement 8",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL09,"Tympanometry-Left Ear, Measurement 9",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL10,"Tympanometry-Left Ear, Measurement 10",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL11,"Tympanometry-Left Ear, Measurement 11",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL12,"Tympanometry-Left Ear, Measurement 12",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL13,"Tympanometry-Left Ear, Measurement 13",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL14,"Tympanometry-Left Ear, Measurement 14",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL15,"Tympanometry-Left Ear, Measurement 15",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL16,"Tympanometry-Left Ear, Measurement 16",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL17,"Tympanometry-Left Ear, Measurement 17",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL18,"Tympanometry-Left Ear, Measurement 18",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL19,"Tympanometry-Left Ear, Measurement 19",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL20,"Tympanometry-Left Ear, Measurement 20",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL21,"Tympanometry-Left Ear, Measurement 21",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL22,"Tympanometry-Left Ear, Measurement 22",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL23,"Tympanometry-Left Ear, Measurement 23",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL24,"Tympanometry-Left Ear, Measurement 24",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL25,"Tympanometry-Left Ear, Measurement 25",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL26,"Tympanometry-Left Ear, Measurement 26",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL27,"Tympanometry-Left Ear, Measurement 27",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL28,"Tympanometry-Left Ear, Measurement 28",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL29,"Tympanometry-Left Ear, Measurement 29",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL30,"Tympanometry-Left Ear, Measurement 30",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL31,"Tympanometry-Left Ear, Measurement 31",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL32,"Tympanometry-Left Ear, Measurement 32",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL33,"Tympanometry-Left Ear, Measurement 33",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL34,"Tympanometry-Left Ear, Measurement 34",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL35,"Tympanometry-Left Ear, Measurement 35",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL36,"Tympanometry-Left Ear, Measurement 36",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL37,"Tympanometry-Left Ear, Measurement 37",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL38,"Tympanometry-Left Ear, Measurement 38",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL39,"Tympanometry-Left Ear, Measurement 39",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL40,"Tympanometry-Left Ear, Measurement 40",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL41,"Tympanometry-Left Ear, Measurement 41",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL42,"Tympanometry-Left Ear, Measurement 42",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL43,"Tympanometry-Left Ear, Measurement 43",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL44,"Tympanometry-Left Ear, Measurement 44",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL45,"Tympanometry-Left Ear, Measurement 45",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL46,"Tympanometry-Left Ear, Measurement 46",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL47,"Tympanometry-Left Ear, Measurement 47",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL48,"Tympanometry-Left Ear, Measurement 48",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL49,"Tympanometry-Left Ear, Measurement 49",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL50,"Tympanometry-Left Ear, Measurement 50",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL51,"Tympanometry-Left Ear, Measurement 51",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL52,"Tympanometry-Left Ear, Measurement 52",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL53,"Tympanometry-Left Ear, Measurement 53",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL54,"Tympanometry-Left Ear, Measurement 54",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL55,"Tympanometry-Left Ear, Measurement 55",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL56,"Tympanometry-Left Ear, Measurement 56",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL57,"Tympanometry-Left Ear, Measurement 57",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL58,"Tympanometry-Left Ear, Measurement 58",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL59,"Tympanometry-Left Ear, Measurement 59",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL60,"Tympanometry-Left Ear, Measurement 60",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL61,"Tympanometry-Left Ear, Measurement 61",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL62,"Tympanometry-Left Ear, Measurement 62",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL63,"Tympanometry-Left Ear, Measurement 63",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL64,"Tympanometry-Left Ear, Measurement 64",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL65,"Tympanometry-Left Ear, Measurement 65",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL66,"Tympanometry-Left Ear, Measurement 66",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL67,"Tympanometry-Left Ear, Measurement 67",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL68,"Tympanometry-Left Ear, Measurement 68",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL69,"Tympanometry-Left Ear, Measurement 69",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL70,"Tympanometry-Left Ear, Measurement 70",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL71,"Tympanometry-Left Ear, Measurement 71",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL72,"Tympanometry-Left Ear, Measurement 72",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL73,"Tympanometry-Left Ear, Measurement 73",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL74,"Tympanometry-Left Ear, Measurement 74",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL75,"Tympanometry-Left Ear, Measurement 75",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL76,"Tympanometry-Left Ear, Measurement 76",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL77,"Tympanometry-Left Ear, Measurement 77",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL78,"Tympanometry-Left Ear, Measurement 78",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL79,"Tympanometry-Left Ear, Measurement 79",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL80,"Tympanometry-Left Ear, Measurement 80",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL81,"Tympanometry-Left Ear, Measurement 81",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL82,"Tympanometry-Left Ear, Measurement 82",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL83,"Tympanometry-Left Ear, Measurement 83",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
AUDTYL84,"Tympanometry-Left Ear, Measurement 84",AUXTYM_D,Audiometry - Tympanometry,2005,2006,Examination,None
SEQN,Respondent sequence number.,AUXTYM_E,Audiometry - Tympanometry,2007,2008,Examination,None
AUDTYR01,"Tympanometry-Right Ear, Measurement 1",AUXTYM_E,Audiometry - Tympanometry,2007,2008,Examination,None
AUDTYR02,"Tympanometry-Right Ear, Measurement 2",AUXTYM_E,Audiometry - Tympanometry,2007,2008,Examination,None
AUDTYR03,"Tympanometry-Right Ear, Measurement 3",AUXTYM_E,Audiometry - Tympanometry,2007,2008,Examination,None
AUDTYR04,"Tympanometry-Right Ear, Measurement 4",AUXTYM_E,Audiometry - Tympanometry,2007,2008,Examination,None
